timestamp,accX,accY,accZ,gyrX,gyrY,gyrZ
0,0.0031890531075216104,0.587974097499789,0.9708604283564922,0.003240261151182485,0.38622798533615005,0.004661105774838516
20,0.11313269642210332,0.6434685720976827,1.013885846414449,0.06331528504638562,0.40662370532778336,-0.006995347374951246
40,0.1791933930176851,0.5514738019958741,1.0305068040533665,0.1543814104972829,0.36445334572903504,-0.0005663306702067489
60,0.31017698884540407,0.5184222236510149,1.0311758571295337,0.2518012631221059,0.3579519292195517,-0.0035702444695502873
80,0.5074851555351132,0.3854425759719129,0.9648730241741136,0.3103399039997478,0.29939422372086605,-0.007231002721255867
100,0.5800926861672848,0.36988592086077254,0.9817360753093819,0.33674984114984485,0.22820503542290224,0.0076452193199660805
120,0.5832812734199365,0.25154650868420747,0.9435155128833679,0.3658909303274753,0.22049989481499566,-0.0052302777420442596
140,0.5913366789329203,0.08889917024413109,1.044630269505082,0.4120737090768171,0.08160160691404449,-0.007890388126923475
160,0.5780982767063899,-0.02551771832282708,1.0208477322250455,0.4064665310593583,0.01901353680250752,0.0065918724271031995
180,0.6102669983200143,-0.0011135614626044538,1.0144111888135317,0.4144951813203231,-0.04175359675646034,0.00127648528951976
200,0.5647558726864815,-0.22250394693571493,1.018414831846735,0.3860391948907804,-0.09588313841185736,0.007811416330196115
220,0.5180697153513618,-0.27319718073019705,1.061498670153392,0.348454296512362,-0.22081957512251016,0.0011264844557778253
240,0.5109768978573159,-0.40218825478392434,1.0000058640864735,0.2845315238931196,-0.2434842703367888,-0.0016491565986128593
260,0.3532578652107703,-0.5023405961668188,0.9962896686183603,0.2519561537817733,-0.32691120613779656,-0.005180255691598641
280,0.3794613922481396,-0.4698665034390485,0.9750275577776158,0.17749672081191067,-0.3472777573419558,0.0012967832027941846
300,0.160937402447225,-0.4971349899530948,0.9988209055433434,0.13326411685549822,-0.37785962574224347,-0.012812529993373623
320,-0.0059933934693968335,-0.6198073287537821,1.0173729755277747,0.038896679336358445,-0.39616739125268746,-0.012088378554215937
340,-0.03678957153184843,-0.514036275048454,0.9419433150308278,-0.04543828509192031,-0.39485278486825576,-0.002520662993067334
360,-0.17194133590446325,-0.5505120876685293,1.0114388342199874,-0.080028996065587,-0.4110157869137914,-0.0002666731714814173
380,-0.28811924430810176,-0.5352598766587027,0.9965849154396705,-0.1820762040212239,-0.3365885280558497,-0.013567903184734465
400,-0.34971311395571614,-0.42095782420816735,0.9787285347872451,-0.28306585216480346,-0.31296825248072424,0.007382564300104222
420,-0.4861745106723018,-0.3933969264086082,1.008240446178815,-0.3221304544291079,-0.2638231795933144,0.00414872286586335
440,-0.49034654738292105,-0.29093363289445556,0.9945324795924192,-0.37154186254071786,-0.1820940304385781,-0.020476557447615517
460,-0.5281774753528732,-0.17898766201582814,1.0274127127454784,-0.3516318025055367,-0.09498456440115005,0.0015254792257650583
480,-0.613310988087262,-0.11029956942425462,0.989415836969571,-0.40044360577594973,-0.07276961469335416,-0.008873132914443594
500,-0.5871211594816904,0.03858738575166128,0.9920419436629697,-0.3841205157358683,0.021492788350670644,-0.003982014954847603
520,-0.6440455858599509,0.10410373068300166,1.0192151969257597,-0.3765607402684769,0.09790789779213875,0.0059893100524030666
540,-0.6140633635937431,0.2313860262603254,0.9960957091823704,-0.3432895525749451,0.16949174265494682,-0.0013550097126895397
560,-0.4981856591953257,0.3698429112756829,1.0085359241313843,-0.33231523725276896,0.22742624593653737,0.02646311749284721
580,-0.39613769935924203,0.4449856814170955,1.0460729650838674,-0.31336612450556095,0.2944572230626081,-0.017139506398236963
600,-0.26969316132730614,0.47816238833894753,0.9523523868178229,-0.20041389392289516,0.3280464545112394,-0.011003447859606108
620,-0.18085891425109055,0.5697275192945517,0.9894180174263872,-0.17517585315144626,0.36744210157913837,-0.008219429492589808
640,-0.07349105705697603,0.6707836998191934,0.9884464084486735,-0.07167856579698803,0.3702841244239112,-0.013910879206207918
660,-0.11498609247238789,0.5544727086785347,0.9819884694186096,0.011978604106400954,0.37606616346296795,-0.014144355566226625
680,0.13217911565152476,0.6420080333308715,1.0084048967654466,0.09356386117847516,0.39957147766787837,-0.029718710234454222
700,0.2112554354405155,0.5896789830997292,0.9986268066023342,0.14916523447833052,0.3737145413431985,-0.0040449997779727805
720,0.24702826006628054,0.3837148858426961,0.9769177752141086,0.20700643519974637,0.32563892431169766,-0.005408308100059012
740,0.341935311086319,0.3805940887559297,0.9656704432339949,0.29134292002500695,0.2914547323163555,-0.0002539394645162732
760,0.4665240962149555,0.352768094690137,0.9852401071175315,0.32655962581098835,0.20393821812594345,-0.003005964814695897
780,0.5315121987175213,0.20211473097567403,0.9572837529515952,0.3212413583503865,0.21249215526387524,-0.01471415508370214
800,0.5525104219719312,0.08879019619132927,1.0417428875605759,0.37474591844880084,0.07122380793694882,0.0011171127513613431
820,0.6092068612402114,0.030198705689705167,0.9642863140405475,0.3895564391705958,0.007764366464778813,0.005321729589710336
840,0.5359969027762466,-0.08656670954744697,1.0064277888737998,0.41439339089784766,-0.043749528357313966,-0.0072645185847623655
860,0.5103556871742236,-0.1647979131332632,0.9715797493657813,0.36922363206539793,-0.12407374065754624,0.008756557416407651
880,0.5613992557981821,-0.2622954500527295,0.9652840866434027,0.34007919663523994,-0.21701523497230948,0.02119717364143734
900,0.4179103295322959,-0.3732384973699241,0.9530785221069851,0.3192135932883569,-0.2476379414502368,-0.015535058179159383
920,0.5048870951811406,-0.5855211412634789,0.9401343373415904,0.27797990708083603,-0.29988997904296216,0.000912640451895027
940,0.26185220832771683,-0.5622712236621888,1.0126925653279102,0.18815109917679942,-0.3889161829310479,0.009636411656238207
960,0.21801897400290038,-0.5739142321686976,0.9718866737464108,0.09185483578372405,-0.3704903358533762,-0.00549950349654086
980,0.0936865296414768,-0.6579493044669127,1.0282030107197624,0.053111576988371934,-0.42279049488346043,-0.009316312562756947
1000,-0.07311055281385036,-0.5839543298747895,1.0019290708517703,-0.012311923406759066,-0.37469083213667886,-0.021367508174842433
1020,-0.13919546390084464,-0.5332222009208809,0.9905171072613653,-0.10093628276951512,-0.40139071013954847,-0.007696078588853171
1040,-0.22351094621988776,-0.581809629801963,0.9841901849294767,-0.18349525281155066,-0.31522002399182203,0.0026461640544642165
1060,-0.3969928844983207,-0.48803668549104046,0.9918916716359969,-0.26114358260159154,-0.3187009771660492,-0.0021714146057088997
1080,-0.42699156441381436,-0.4376361757115359,1.0005859246484043,-0.31180222048184497,-0.30837068635091747,-0.00874723052848718
1100,-0.5551293916875211,-0.34766897086508547,0.944784630564735,-0.3491617868627329,-0.22057156707704664,-0.013317258264225692
1120,-0.6270211412614924,-0.11503584895877864,1.011273087418914,-0.40688553644640274,-0.09749121369713518,-0.012573225244904567
1140,-0.6760166820005586,-0.05712548738732129,0.9722846293331223,-0.4218759853603981,-0.05180327154326059,-0.014406370882368666
1160,-0.5692404485560769,0.0044118746951978816,0.9766491976676168,-0.39864451088607067,0.0062689591266397275,0.00929189664699757
1180,-0.6541344195212742,0.08434196336692876,0.9574448504376903,-0.4065138122770139,0.08613797484177976,-0.008581275731965265
1200,-0.6435657334743172,0.23923371557510156,1.022936282376643,-0.36194366165135655,0.17793951176487335,-0.02500135046844209
1220,-0.5260950933903656,0.35350605127761825,1.0190407511744592,-0.346834150565551,0.21215663878336294,-0.010992935793806792
1240,-0.4338778235246269,0.45017081582658036,1.0129300888281694,-0.2664099359106495,0.2744832379342201,0.012953735915790505
1260,-0.38381265361216255,0.5236433047927613,0.9918878410501332,-0.2008690305196288,0.3081195798608999,-0.005976459935949836
1280,-0.2909333646875385,0.588829635258201,1.007681491278335,-0.14312857608210716,0.38311045953292955,0.0017647056943281647
1300,-0.16140575268094212,0.6098699428916022,0.9573521844022633,-0.06668937128697303,0.3681361440720946,-0.025034800135401342
1320,0.050105663477736435,0.6008745619753193,0.9643859254418254,-0.015149582803134056,0.4310407491040287,0.0004702884173803312
1340,0.10190980274801617,0.5392023150206448,0.9964692883402742,0.07354501824444773,0.3839025363263972,0.017810301896522975
