ax,ay,az,gx,gy,gz
-0.013719279133448012,-0.0029278299821448367,0.9751465402939345,-0.00010386315553588344,0.0004883649131891196,-0.001948599646866595
-0.01771594746534336,-0.0011379060682286245,0.9676296358691409,-0.0002617237345547852,-0.0013997303420817705,0.0006599716526511327
-0.008929573407127953,0.0019813693923687544,1.01906323206371,0.0018602787460831078,0.0016223156041320324,0.00074587346517291
0.011443439151311166,-0.010515978224188574,1.0109577054885845,-0.00018363479915093007,0.0003371177243951675,0.00039142367108984
-0.004392718172783076,-0.011652631038397972,0.9799895285182395,0.0004665442096534802,0.0006814883494800696,0.0011802125081090062
-0.013227015357390131,0.007044905526460618,0.9892828215356513,0.00046117156223902955,-2.8420512131089837e-06,0.0012849137760028663
0.004151222387619546,0.008814227837518965,0.9799087343765756,0.0009001983499262935,-0.0012172358715538257,-0.0005176441441935996
-0.0008750382343870743,0.014130522399395098,1.0155623961261944,0.00047284934710171777,-0.0002604725574623468,-0.00023302588490833746
0.00315916917935454,0.0032386958561907674,0.9854205782515918,-6.939432004300357e-05,-0.0018064842293344988,-0.0012103067709117144
0.00838709719083158,-0.00015351862368694855,1.0035747675507174,0.0020423509445411,0.00036146208248063577,-0.0014794886221331295
-0.004956690370723636,0.00011681039110790323,1.0075985306306587,0.0010014710105989766,-0.001887516721597574,0.0006782653912350442
0.004256032852143677,0.0005529856005612982,1.0003233214077945,-0.0016195180527767178,0.001263601739953368,-0.0017453770915494898
0.004653298653693606,-0.003368895747873995,1.0338459630237344,-0.0017217401795175426,-0.00024678786848975423,-0.0010737139529430023
-0.004170269516176326,0.004265779604949267,1.0037214236005259,-0.0006630717578995954,-0.0005819757536517646,0.0007223248530345318
-0.008969200396154833,-0.012181586601619727,0.9837440825588646,0.000602431401398374,0.0006374674870309726,-0.00032382810214601324
-0.010870161437625899,-0.002652776628191138,1.0339464577539745,0.0004928269696710766,-0.0008340765890534937,-0.0011743226450583607
0.004189420630791835,0.009284220359666272,1.02918439086221,5.717054106612411e-07,0.0001838745213330174,0.00028309424618451614
