ax,ay,az,gx,gy,gz
-0.07355406479164152,0.021715353076841835,0.98535637379715,0.018121312570345972,0.0031252931064046515,-0.0003845181416008667
-0.05943590371857675,-0.014430843890293183,1.0156207732905949,0.12541618984491892,-0.01333673533634815,-0.010136924869614235
0.012375352453533368,-0.03787405728965071,0.9939152552840637,0.21421875235061805,0.01041567010773914,0.01024263346343311
0.05990515244451713,-0.02074912744625464,0.9740032162411144,0.1549248609752769,0.0010839590638422,0.0018167754781187903
-0.025638169339533553,-0.04672920203054387,1.0179872476161043,0.10537864314680281,0.011522232623596161,-0.014128071928813877
-0.07376034087883122,-0.01658041705245805,1.0363857432859407,0.003473432709180947,-0.014992987380209875,-0.00270412585509931
-0.06622060058626666,0.011945067195728104,1.0127802627373124,-0.1490555581694695,-0.00016453303566598806,-0.004567422669194599
-0.017060893641750535,0.022655998164496313,1.0131621832774114,-0.1809037493706832,0.007106302478547041,0.011925323318558934
-0.02885794847026424,-0.01308632429608264,0.9927706020067493,-0.18104117126820438,-0.008341348396745307,-0.006472424318943916
-0.030533009970468452,-0.0007525821459187148,1.016133754842726,-0.12724410187902713,-0.002911428143568039,0.001430625257977628
-0.023702981800871686,0.0016999264002814285,1.0107959636448647,-0.002768300984737234,0.0012623345715811651,-0.008472647063409331
-0.018342932643476348,-0.0007755263452669193,1.0172051861013796,0.13660890350723628,0.0062807060189997025,-0.00540165492693756
0.05536556654473662,0.0019525371606683183,1.029599281659584,0.16542659016577982,0.00026570854531494833,-0.007593664243323124
0.1328924659222905,0.021552749640124328,1.0079623116994896,0.18285025778949882,-0.005649869948163594,-0.0111681856018984
0.13725141829780083,0.00040908919149997653,0.9948278741144017,0.09685135641230565,-0.008544852373046658,0.0011729642448267872
0.10213532474831363,-0.03452568182506682,0.9876166070192374,-0.0075513154121937195,-0.005747863067489418,-0.00274998594754646
0.31423011216213514,0.026516745374370952,1.031025655265515,-0.09152679765240576,0.008060884276317156,-0.009087428701460206
