ax,ay,az,gx,gy,gz
0.12715830531491124,-0.015256855535071279,0.9978082520347896,0.02584183580779069,0.005010158839265307,0.0004262122198284072
-0.06510610791360404,-0.008337897747746124,0.9821992021947837,0.12455945805023079,-0.0024349656058530824,0.01593605881508635
-0.022556815375502907,-0.012975180935737036,1.043763659941002,0.18752697425598522,0.0024654886988808495,-0.014430820876257158
0.049779046153523826,0.00981219820330555,1.0378194690737612,0.22088915495704922,-0.01779216874881753,0.0012463095427988759
-0.039172009242737574,0.001564255313071307,1.004544318298072,0.1133701895784158,-0.0003388240018823571,-0.006640730853858
0.006401381456001159,-0.007503741560135712,0.9812135471138013,0.034078976999026164,0.004085144814444254,0.006299893950785844
0.027344036357247244,-0.023493876258228786,0.9615497318459031,-0.09658777202612798,-0.0021757352221790224,0.004027773727491942
0.044218565222813325,0.012367077274630543,0.9935894145406322,-0.18141171468271902,-0.002439900119502615,0.009480721239610487
-0.034173443179946944,-0.036818778666394845,1.018837279659651,-0.17325447627284465,-0.010119646933639505,-0.007904429587964137
0.05110370135833894,-0.013269674196314155,0.997809113573778,-0.08508923537826167,-8.966865658509789e-05,-0.02578668241222689
-0.10334393010173319,-0.03236935165570887,0.9622915012926718,0.012681090602179906,-0.0036428706108072623,-0.0006100690641438416
-0.033740976661984674,-0.004554865913893885,1.0109097169021033,0.12297694605095164,-0.012788554633471384,-0.007745066134444633
-0.087395699181125,-0.027958127806691824,0.9889142202089707,0.20018048824992096,-0.0012125592027834365,0.0018144636358745755
-0.03796866041976443,0.004049708028125928,1.0118040484646234,0.22321444489229894,0.011988460188734826,-0.008691857962587948
-0.15105057883173656,-0.014797523421408202,0.9703773911891829,0.09323183784015632,0.0033611856876878854,-0.015925350381577205
-0.0884300907835886,-0.029764715144039614,0.9716488801365751,-0.02476491118768442,0.0054163694366039265,-0.009718460677155368
-0.23734426475953083,-0.038092747323105414,0.980021741368842,-0.12092909648937566,-0.02091391917529165,-0.002503134005360877
-0.3021661098682624,-0.008264992346011177,1.0315506676595398,-0.19092645730784422,-0.008376796580519772,0.010982935982473099
-0.39819046451165707,-0.009144831338828133,1.0018389099993228,-0.2023628037767716,-0.006608000800295987,0.01702731957681891
-0.41318487454448005,0.0164683091921998,1.011316864395259,-0.08385862203862983,-0.009940698648706945,-0.012644271559150742
-0.6389687209844113,0.04577496374352094,1.038769832639119,0.016649846385051376,0.0006179505927658987,0.000805020973683027
-0.6845816141510236,-0.03933713415037318,0.9877392049054254,0.1414687775117021,0.0047031918605158545,-0.004621477080754843
-0.7543620984031681,-0.005270916458715397,0.9981570547731403,0.17857572512267855,0.001158193411259006,0.00902358152049085
-0.894888971561526,-0.02659289392740888,0.9946533227487455,0.14559193045605576,-0.004933763850230991,0.010089564637856716
-1.1180570547728905,-0.011220818734858756,0.9674150171546788,0.10335297404105356,-0.005651810596337634,0.008881567657097323
-1.2454512172183758,-0.018462665695996278,0.9926601467086431,-0.04097368701492329,-0.00657320903303025,-0.011780212548068719
-1.2984981112971123,-0.019394725589481097,0.9786958813050035,-0.18512690011735936,-0.007332933288225958,-0.015076734827368928
-1.3677605467558585,0.015618173738203539,1.03770774505723,-0.2334652292434399,-0.0019348299676350514,0.0009892342510259442
-1.3996407600091603,-0.018480608032868506,0.9874860203076662,-0.1966874729187952,0.02395656016214634,0.003315826207321758
-1.5829517895717595,-0.0347280898993484,1.0049813411687707,-0.0753077588112172,-0.0036575267921313084,-0.008637419614129636
-1.4846785418453496,0.003630342818424927,0.999917297748498,0.04001126178137957,0.006536734969042161,-0.004339521702591502
-1.4274034542196101,0.023097497580271683,1.0225972421466287,0.15700817745651757,-0.007483789305589743,0.0036003338715722495
-1.3827366386770301,0.011652020965761322,1.0228721319878329,0.16498408984088261,-0.001771992973951305,0.0010830473681504014
-1.3232690465345167,-0.02584046898305265,0.9955562297201445,0.16501590132112567,0.00020961181908466325,-0.00099784973367182
-1.2125860349970552,0.028962966665347843,0.953442124574472,0.09985935840243293,0.0015091178939805607,0.000634743592963005
-1.2396312371744551,-0.00012474431120994994,1.0068920823150205,-0.044196086014461275,0.008882814247376792,0.00932221324045286
-0.9928463445809014,-0.009320053370700824,0.993581631745088,-0.18390572059134747,-0.004483355336671833,-0.003490581037680553
-0.8668919405051093,-0.0031139848021981657,1.0178956861082762,-0.17520143443436437,-0.009296915250578667,-0.016401112693015595
-0.7715309217201239,0.007930326512710481,0.9982678780194986,-0.13724573846878013,-0.012393704857429931,-0.017685094558202916
-0.6425517632749332,-0.007010345137272409,0.9955572373841406,-0.029107275378249378,0.008773300516292767,-0.003109343268230378
-0.5319486938769535,0.05050901039084374,1.0187843116898057,0.05577919010682291,-0.013298156169487896,-0.00018721979301410224
-0.4050697392752194,-0.0013511699240123637,1.007534816365568,0.18311535988007577,0.00586625375597464,-0.02082333910340796
-0.2779285718029056,-0.017119636905826144,0.962214840240169,0.2112727331121897,0.019406498094211896,-0.008740632360069977
-0.2496343978207327,-0.042477844980530255,0.9867177262791329,0.1378414108702985,-0.013044455270891936,-0.0016663818156589284
-0.20392547170543768,-0.014635748874990005,1.0064424209823246,0.07031158814435634,-0.003444603979358993,-0.0016268865162136815
-0.142861839559555,-0.009626422375411395,1.0117027375847565,-0.0773943678777259,-0.0027150403311687592,-0.01614340974007451
-0.10987278422990579,0.021062459116680757,0.9682655545334873,-0.17168125326422495,0.013456131253873417,-0.008024427127985656
-0.060735736691966476,0.030499428115575745,1.0064004550653052,-0.1946679656788676,-0.010348146410831626,0.013188969218045557
