timestamp,ax,ay,az,gx,gy,gz
0.0,0.00088591143502811,-0.0029289321440477967,1.0118237331975817,-0.0005258669433633679,0.0006593722173442231,-0.0007680559256735114
20.0,0.016926991777051786,-0.006300994076553228,1.00439310091998,-0.0010621168877945908,-0.0006815734752695545,0.0014768689604279105
40.0,-0.01395497330369298,-0.008912822434434762,1.0110104745085975,0.0011310015928093751,-0.000324843923271172,-0.0002439107099696304
60.0,-0.000596809660081831,-0.011367135637530381,1.025488672730863,0.0017276253137043255,-0.0003279854762745896,0.00161912422265607
80.0,-0.00041278620735833607,0.009050305441352761,1.017988238503407,0.0006517850263553232,-0.0007699402449758936,0.002117488402972303
100.0,0.008325432277343045,0.0034481467354217817,0.998512226910629,-0.0006037249854449968,-0.0019505107838002542,0.0004473920804739211
120.0,0.0030982491182066224,0.011806615137590584,1.0134937362155225,0.00037452744260614183,0.0008187902160069918,-0.00027543752628806154
140.0,0.004162605447162104,-0.018642086953479114,1.019860683054711,0.0006115410077823033,-0.0008903417958666138,-0.00044306203682233417
160.0,0.010888072273761831,0.004333896383219537,1.016111900854339,0.00022555290441659623,0.00023146362942250617,0.0010782701363931987
180.0,0.001502635040419286,0.009229965288531664,0.9968182498209498,0.0001507001295865826,-0.0009128640464626673,0.0006132958688945418
200.0,0.00213922649639554,0.01028858707616479,1.0166411727285682,-0.00016207203198693334,0.00025802660800813696,0.00019989840447075824
220.0,-0.003888442063435107,0.004284754841538303,0.9900490105537286,-0.0005212318368147811,0.00019996445270989037,0.0008069307137271391
240.0,-0.016986835967059914,-0.013943900028928664,0.9919747871910979,0.0021293991956632674,0.00038098297077404755,0.00011401965881498462
260.0,0.020566692095371587,0.024914614345339054,1.0471668696085126,-0.0003479775433788577,-0.0011232436879643805,0.0005515321225196735
280.0,0.0008526419906650621,0.004347747218183258,0.9665996600120359,-0.0003180817165999908,0.0005477720918480589,0.00018528105068152132
300.0,-0.013217353214802512,-0.0018833763050008828,1.018114343116037,-0.0008352540230032043,0.00018227329207758333,0.0009175075694504938
320.0,-0.005005677213693298,0.01028196597043674,1.0093448621779286,-0.0006861523983904658,0.0008593064382234149,0.001157583616795208
340.0,0.00919056094078458,-0.0038704346499994547,1.0146615232544334,-0.00019508102279704672,-2.0282629864110335e-05,-0.0001859139641376599
360.0,0.007930256002143747,-0.011658071969818991,0.9835763278274255,0.0007214656648144714,0.0007725089325688767,-0.0010205500181562524
380.0,0.0038143904363712906,-0.01977366560110656,1.0306133633682435,-0.0007155627005433801,-0.0015961307916188302,6.185547546287608e-05
400.0,-0.01516709303590174,-0.012589653891000538,0.9682578768923387,0.0010730533797077434,-0.0004989797012094495,0.0014691654694544381
420.0,0.00415683689803794,-0.0068163235918823305,0.9847322050645213,0.0009338607762343402,0.0010684985260862444,-0.0007492281914580992
440.0,0.011420917149990275,-0.013157634556145712,1.019978650789515,0.0007963606535903701,-9.797717391210965e-05,-0.0013432780652903335
460.0,0.004252196275052888,-0.003833561109599805,1.0037179733008166,-0.000328883060962758,-7.347431830234819e-05,5.182421521566808e-05
480.0,0.005722895904832568,0.004529681537994853,1.033592181832211,-0.00032032488852227277,-0.0008488423952127352,0.00039040311889180205
500.0,-0.0024823859966864583,0.02161141404280526,0.9856270644463312,0.0005648329237602799,-0.0012854507025050615,0.0022255082306580133
520.0,-0.0021548368827009096,-0.005133939153805162,1.0139638123304284,0.0008086667560357658,0.0005124952279874165,0.0002571958145585889
540.0,0.000867012706167739,0.015503026610003901,1.0301808285610254,0.0003080440732142795,0.000511694665708034,-0.0007823864660921613
560.0,-0.008853393631532808,0.004498731875894106,0.9969706746306122,0.0013194381096593142,-0.0008849432489645563,-0.0011406136259833341
580.0,0.01042011495733102,-0.0015749497590745614,0.9875628136030464,0.0007651460700404908,-0.0003850013014585964,-0.0013950414010576804
600.0,0.010382609705859951,0.012815287576381361,0.9763419486692685,0.0008346285797537139,0.0011359443775849818,0.0010243084815874887
620.0,-0.0045789875316040365,0.0005114487918906902,1.007901786639387,-0.002278300172227223,0.0006569929672723002,-0.0008982511991668207
640.0,0.015914530339576884,-0.012725345253782112,0.9805097283118326,-0.0018405731259440803,0.0003279326817843459,0.001257373615451031
660.0,0.010881910251917613,-0.0029329054217486395,0.972942609905693,0.00037270835752720513,-0.0002656769545060777,0.0014142105632865582
680.0,0.007432241526818487,0.002661741470383459,1.0078813855120163,-0.0010921561082866183,0.0017318218581285937,0.00048319823808939326
700.0,-0.0057401085858611355,0.011845717749321616,1.002977445243529,-0.0006996027300362917,-0.00032417380310007296,-0.0009074145653727274
720.0,0.013749302262408714,0.00641408347945639,1.0233567060488986,0.0012306727169900371,4.505249548895121e-05,-0.0012090635322776877
740.0,0.009081141606784643,-0.015366696037108541,0.9434889169231347,0.0007249444679531584,-0.0017375696277856876,0.0002955972079701634
760.0,0.012521325714368932,-0.00875008765260571,0.9976017282921036,-0.00013871063229785647,-0.00022236417453779715,-0.0005611392497277491
780.0,-0.02047308226533889,0.008909388150877679,1.0197782508402984,-0.00041904114898816457,0.000557088479177368,0.001349446663050494
800.0,-0.00588637971630527,0.019226482898885275,1.0210831490922914,0.0011986721808348651,-0.0010781119353646341,-0.00014324847215575322
820.0,-0.0025469860224836983,-0.007715986424902469,0.9934192785094941,-0.0018397986493727326,0.0019472281063799013,0.0011050207920859517
840.0,-0.005522911549133544,0.003062904296564163,1.000353312099102,-0.0004897589742083929,-0.0003896742586009969,-0.0015636281888101317
860.0,0.015857787656390492,-0.004465057244695375,0.9974808287138821,-0.0003286559633953567,0.0008371657671132194,-0.0006209038838706795
880.0,0.011118237711976217,0.0032504406539983015,0.9960910121317119,0.0017982033765920823,0.0031021596759510184,0.0002861299496419493
900.0,-0.011616654425758018,0.012953006273957323,1.0036598853042242,-0.001681285092315221,0.0004934541729736195,-0.0008075029162826142
920.0,0.005300241767224342,0.016280211041529883,1.0080045688091277,0.0020785479342999773,0.0018567353446271044,0.0002012835101241279
940.0,0.010402648127432617,0.011605046210598663,0.954458493872604,-0.00030610732256143455,0.0012373417996244225,-0.001351663907675652
960.0,0.010396190069057839,0.010691218773147566,1.000366912502712,0.0008426021453260245,7.6345068238199e-05,0.0014563072301381737
980.0,-0.0072082829760182435,0.007042926420827609,0.9753621679103114,0.001863502301314033,0.0002131589203318484,3.914261689122271e-06
1000.0,0.001859027153689429,0.020783681680707353,1.0171024598472425,-0.0012869494333937893,0.0005528786572202806,-0.00019399106298867872
